,Neutral,Avoid,Paved,Mean,Mean Change
0.5,6.0,6.0,3.0,5.0,
0.55,7.0,7.0,3.0,5.666666666666667,0.666666666666667
0.6000000000000001,6.0,6.0,2.0,4.666666666666667,-1.0
0.6500000000000001,8.0,8.0,4.0,6.666666666666667,2.0
0.7000000000000002,5.0,5.0,4.0,4.666666666666667,-2.0
0.7500000000000002,7.0,7.0,6.0,6.666666666666667,2.0
0.8000000000000003,9.0,9.0,7.0,8.333333333333334,1.666666666666667
0.8500000000000003,13.0,13.0,13.0,13.0,4.666666666666666
0.9000000000000004,16.0,16.0,14.0,15.333333333333334,2.333333333333334
0.9500000000000004,55.0,55.0,64.0,58.0,42.666666666666664
1.0,287.0,287.0,287.0,287.0,229.0
