,Neutral,Avoid,Paved,Mean,Mean Change
0.5,40.63602066040039,40.63602066040039,40.72339725494385,40.66514619191488,
0.55,54.9671356678009,54.9671356678009,50.419623136520386,53.45129815737406,12.786151965459183
0.6000000000000001,59.44024634361267,59.44024634361267,56.46119666099548,58.44722978274027,4.995931625366211
0.6500000000000001,56.98276329040527,56.98276329040527,54.4860725402832,56.150533040364586,-2.296696742375687
0.7000000000000002,49.807251930236816,49.807251930236816,52.118725538253784,50.57774313290914,-5.572789907455444
0.7500000000000002,49.701825857162476,49.701825857162476,52.67887854576111,50.69417675336202,0.11643362045288086
0.8000000000000003,50.976808071136475,50.976808071136475,50.2090859413147,50.72090069452921,0.0267239411671909
0.8500000000000003,63.731821060180664,63.731821060180664,61.840455532073975,63.1013658841451,12.38046518961589
0.9000000000000004,79.39423871040344,79.39423871040344,79.59576153755188,79.46141298611958,16.36004710197448
0.9500000000000004,139.05325198173523,139.05325198173523,141.65690660476685,139.9211368560791,60.45972386995952
1.0,91.76819062232971,91.76819062232971,97.72349500656128,93.75329208374023,-46.16784477233887
