,Neutral,Avoid,Paved,Mean,Mean Change
0.5,268.23256397247314,268.23256397247314,270.97600173950195,269.1470432281494,
0.55,230.3886456489563,230.3886456489563,243.22306847572327,234.66678659121195,-34.48025663693747
0.6000000000000001,290.3711497783661,290.3711497783661,285.14613342285156,288.62947765986127,53.96269106864932
0.6500000000000001,278.1218931674957,278.1218931674957,288.8847165107727,281.7095009485881,-6.919976711273193
0.7000000000000002,205.92995858192444,205.92995858192444,241.34989047050476,217.73660254478455,-63.972898403803526
0.7500000000000002,229.53777551651,229.53777551651,242.18606042861938,233.75387048721313,16.01726794242859
0.8000000000000003,255.94734358787537,255.94734358787537,282.681236743927,264.85864130655926,31.10477081934613
0.8500000000000003,261.3944876194,261.3944876194,292.863765001297,271.88424674669903,7.0256054401397705
0.9000000000000004,337.04472947120667,337.04472947120667,359.2589313983917,344.449463446935,72.56521670023596
0.9500000000000004,465.0044994354248,465.0044994354248,474.09520983695984,468.03473623593646,123.58527278900146
1.0,649.7539715766907,649.7539715766907,672.2630631923676,657.2570021152496,189.22226587931317
